ts,frame_idx,ok,bbox,offx,offy
1764761721.145528,240,1,None,,
1764761721.276107,241,1,None,,
1764761721.291376,242,1,None,,
1764761721.356684,243,1,None,,
1764761721.427171,244,1,None,,
1764761721.497747,245,1,None,,
1764761721.568083,246,1,None,,
1764761721.638430,247,1,None,,
1764761721.709012,248,1,None,,
1764761721.779166,249,1,None,,
1764761721.850312,250,1,None,,
1764761721.920798,251,1,None,,
1764761721.990838,252,1,None,,
1764761722.061559,253,1,None,,
1764761722.131978,254,1,None,,
1764761722.202392,255,1,None,,
1764761722.304364,256,1,None,,
1764761722.342459,257,1,None,,
1764761722.413670,258,1,None,,
1764761722.483620,259,1,None,,
1764761722.553971,260,1,None,,
1764761722.624627,261,1,None,,
1764761722.694897,262,1,None,,
1764761722.765327,263,1,None,,
1764761722.838215,264,1,None,,
1764761722.906401,265,1,None,,
1764761722.976506,266,1,None,,
1764761723.046907,267,1,None,,
1764761723.117329,268,1,None,,
1764761723.190389,269,1,None,,
1764761723.258122,270,1,None,,
1764761723.382696,271,1,None,,
1764761723.399272,272,1,None,,
1764761723.469679,273,1,None,,
1764761723.540338,274,1,None,,
1764761723.610455,275,1,None,,
1764761723.681224,276,1,None,,
1764761723.751765,277,1,None,,
1764761723.821763,278,1,None,,
1764761723.892156,279,1,None,,
1764761723.962584,280,1,None,,
1764761724.033250,281,1,None,,
1764761724.103779,282,1,None,,
1764761724.175693,283,1,None,,
1764761724.248306,284,1,None,,
1764761724.315350,285,1,None,,
1764761724.410810,286,1,None,,
1764761724.455727,287,1,None,,
1764761724.526284,288,1,None,,
1764761724.596788,289,1,None,,
1764761724.667072,290,1,None,,
1764761724.738196,291,1,None,,
1764761724.808571,292,1,None,,
1764761724.879021,293,1,None,,
1764761724.952751,294,1,None,,
1764761725.020395,295,1,None,,
1764761725.090114,296,1,None,,
1764761725.160609,297,1,None,,
1764761725.233904,298,1,None,,
1764761725.300707,299,1,None,,
1764761725.371598,300,1,None,,
1764761725.571484,301,1,None,,
1764761725.583063,302,1,None,,
1764761725.653465,303,1,None,,
1764761725.723907,304,1,None,,
1764761725.794580,305,1,None,,
1764761725.864707,306,1,None,,
1764761725.935579,307,1,None,,
1764761726.005989,308,1,None,,
1764761726.079520,309,1,None,,
1764761726.146467,310,1,None,,
1764761726.217338,311,1,None,,
1764761726.288261,312,1,None,,
1764761726.358331,313,1,None,,
1764761726.428433,314,1,None,,
1764761726.498817,315,1,None,,
1764761726.628393,316,1,None,,
1764761726.640108,317,1,None,,
1764761726.710393,318,1,None,,
1764761726.780503,319,1,None,,
1764761726.850865,320,1,None,,
1764761726.921834,321,1,None,,
1764761726.993176,322,1,None,,
1764761727.062985,323,1,None,,
1764761727.132780,324,1,None,,
1764761727.203086,325,1,None,,
1764761727.273397,326,1,None,,
1764761727.343992,327,1,None,,
1764761727.415098,328,1,None,,
1764761727.488283,329,1,None,,
1764761727.555860,330,1,None,,
1764761727.736445,331,1,None,,
1764761727.766635,332,1,None,,
1764761727.837284,333,1,None,,
1764761727.907607,334,1,None,,
1764761727.978063,335,1,None,,
1764761728.048962,336,1,None,,
1764761728.119937,337,1,None,,
1764761728.189372,338,1,None,,
1764761728.259773,339,1,None,,
1764761728.330083,340,1,None,,
1764761728.404446,341,1,None,,
1764761728.471647,342,1,None,,
1764761728.545339,343,1,None,,
1764761728.612106,344,1,None,,
1764761728.682323,345,1,None,,
1764761728.782090,346,1,None,,
1764761728.824338,347,1,None,,
1764761728.894743,348,1,None,,
1764761728.964948,349,1,None,,
1764761729.035756,350,1,None,,
1764761729.106508,351,1,None,,
1764761729.176906,352,1,None,,
1764761729.246811,353,1,None,,
1764761729.317092,354,1,None,,
1764761729.388054,355,1,None,,
1764761729.458282,356,1,None,,
1764761729.528375,357,1,None,,
1764761729.598876,358,1,None,,
1764761729.671579,359,1,None,,
1764761729.740103,360,1,None,,
1764761729.912601,361,1,None,,
1764761729.951302,362,1,None,,
1764761730.022008,363,1,None,,
1764761730.092482,364,1,None,,
1764761730.163250,365,1,None,,
1764761730.233561,366,1,None,,
1764761730.303899,367,1,None,,
1764761730.374390,368,1,None,,
1764761730.445165,369,1,None,,
1764761730.515144,370,1,None,,
1764761730.585887,371,1,None,,
1764761730.656415,372,1,None,,
1764761730.727558,373,1,None,,
1764761730.797466,374,1,None,,
1764761730.868200,375,1,None,,
1764761731.030426,376,1,None,,
1764761731.079758,377,1,None,,
1764761731.150204,378,1,None,,
1764761731.220704,379,1,None,,
1764761731.291387,380,1,None,,
1764761731.361874,381,1,None,,
1764761731.432928,382,1,None,,
1764761731.502779,383,1,None,,
1764761731.573144,384,1,None,,
1764761731.644097,385,1,None,,
1764761731.714673,386,1,None,,
1764761731.785437,387,1,None,,
1764761731.855298,388,1,None,,
1764761731.926515,389,1,None,,
1764761731.997025,390,1,None,,
1764761732.185966,391,1,None,,
1764761732.210223,392,1,None,,
1764761732.279561,393,1,None,,
1764761732.349890,394,1,None,,
1764761732.419704,395,1,None,,
1764761732.490112,396,1,None,,
1764761732.560714,397,1,None,,
1764761732.631392,398,1,None,,
1764761732.702105,399,1,None,,
1764761732.775029,400,1,None,,
1764761732.842839,401,1,None,,
1764761732.913275,402,1,None,,
1764761732.983876,403,1,None,,
1764761733.054151,404,1,None,,
1764761733.125269,405,1,None,,
1764761733.244567,406,1,None,,
1764761733.266214,407,1,None,,
1764761733.337126,408,1,None,,
1764761733.407304,409,1,None,,
1764761733.477755,410,1,None,,
1764761733.551339,411,1,None,,
1764761733.619235,412,1,None,,
1764761733.689842,413,1,None,,
1764761733.760060,414,1,None,,
1764761733.830422,415,1,None,,
1764761733.900940,416,1,None,,
1764761733.971830,417,1,None,,
1764761734.042310,418,1,None,,
1764761734.112404,419,1,None,,
1764761734.182852,420,1,None,,
1764761734.326516,421,1,None,,
1764761734.394882,422,1,None,,
1764761734.465563,423,1,None,,
1764761734.539048,424,1,None,,
1764761734.606314,425,1,None,,
1764761734.676726,426,1,None,,
1764761734.747203,427,1,None,,
1764761734.820039,428,1,None,,
1764761734.888013,429,1,None,,
1764761734.958430,430,1,None,,
1764761735.029213,431,1,None,,
1764761735.100030,432,1,None,,
1764761735.170215,433,1,None,,
1764761735.240730,434,1,None,,
1764761735.311148,435,1,None,,
1764761735.403514,436,1,None,,
1764761735.452446,437,1,None,,
1764761735.522906,438,1,None,,
1764761735.593958,439,1,None,,
1764761735.664694,440,1,None,,
1764761735.734918,441,1,None,,
1764761735.805303,442,1,None,,
1764761735.875624,443,1,None,,
1764761735.945978,444,1,None,,
1764761736.017022,445,1,None,,
1764761736.087458,446,1,None,,
1764761736.157924,447,1,None,,
1764761736.228420,448,1,None,,
1764761736.298711,449,1,None,,
1764761736.370000,450,1,None,,
1764761736.496217,451,1,None,,
1764761736.511394,452,1,None,,
1764761736.581017,453,1,None,,
1764761736.651368,454,1,None,,
1764761736.721737,455,1,None,,
1764761736.792569,456,1,None,,
1764761736.862674,457,1,None,,
1764761736.933126,458,1,None,,
1764761737.003623,459,1,None,,
1764761737.074443,460,1,None,,
1764761737.145215,461,1,None,,
1764761737.215199,462,1,None,,
1764761737.285589,463,1,None,,
1764761737.356753,464,1,None,,
1764761737.427141,465,1,None,,
1764761737.562146,466,1,None,,
1764761737.571521,467,1,None,,
1764761737.638425,468,1,None,,
1764761737.708478,469,1,None,,
1764761737.778955,470,1,None,,
1764761737.849792,471,1,None,,
1764761737.923736,472,1,None,,
1764761737.991042,473,1,None,,
1764761738.062345,474,1,None,,
1764761738.132389,475,1,None,,
1764761738.202873,476,1,None,,
1764761738.273261,477,1,None,,
1764761738.343619,478,1,None,,
1764761738.414093,479,1,None,,
1764761738.484547,480,1,None,,
1764761738.645062,481,1,None,,
1764761738.695585,482,1,None,,
1764761738.766405,483,1,None,,
1764761738.836936,484,1,None,,
1764761738.910614,485,1,None,,
1764761738.977912,486,1,None,,
1764761739.048395,487,1,None,,
1764761739.118881,488,1,None,,
1764761739.189288,489,1,None,,
1764761739.259755,490,1,None,,
1764761739.330874,491,1,None,,
1764761739.404441,492,1,None,,
1764761739.471665,493,1,None,,
1764761739.542706,494,1,None,,
1764761739.613422,495,1,None,,
1764761739.714113,496,1,None,,
1764761739.753741,497,1,None,,
1764761739.824908,498,1,None,,
1764761739.896899,499,1,None,,
1764761739.966644,500,1,None,,
1764761740.036799,501,1,None,,
1764761740.111041,502,1,None,,
1764761740.178349,503,1,None,,
1764761740.248478,504,1,None,,
1764761740.319165,505,1,None,,
1764761740.394164,506,1,None,,
1764761740.461153,507,1,None,,
1764761740.531512,508,1,None,,
1764761740.602426,509,1,None,,
1764761740.672858,510,1,None,,
1764761740.821920,511,1,None,,
1764761740.883295,512,1,None,,
1764761740.954438,513,1,None,,
1764761741.027575,514,1,None,,
1764761741.095771,515,1,None,,
1764761741.166943,516,1,None,,
1764761741.237377,517,1,None,,
1764761741.308087,518,1,None,,
1764761741.378817,519,1,None,,
1764761741.449411,520,1,None,,
1764761741.520464,521,1,None,,
1764761741.590468,522,1,None,,
1764761741.660808,523,1,None,,
1764761741.732019,524,1,None,,
1764761741.802780,525,1,None,,
1764761741.924798,526,1,None,,
1764761741.943305,527,1,None,,
1764761742.014024,528,1,None,,
1764761742.084433,529,1,None,,
1764761742.155811,530,1,None,,
1764761742.225698,531,1,None,,
1764761742.296656,532,1,None,,
1764761742.367729,533,1,None,,
1764761742.439823,534,1,None,,
1764761742.509115,535,1,None,,
1764761742.580286,536,1,None,,
1764761742.653416,537,1,None,,
1764761742.720982,538,1,None,,
1764761742.791449,539,1,None,,
1764761742.862080,540,1,None,,
1764761743.000280,541,1,None,,
1764761743.013456,542,1,None,,
1764761743.072660,543,1,None,,
1764761743.143720,544,1,None,,
1764761743.215040,545,1,None,,
1764761743.285423,546,1,None,,
1764761743.356224,547,1,None,,
1764761743.426200,548,1,None,,
1764761743.497526,549,1,None,,
1764761743.567979,550,1,None,,
1764761743.639297,551,1,None,,
1764761743.709494,552,1,None,,
1764761743.780194,553,1,None,,
1764761743.850668,554,1,None,,
1764761743.921591,555,1,None,,
1764761744.052541,556,1,None,,
1764761744.071436,557,1,None,,
1764761744.132116,558,1,None,,
1764761744.203004,559,1,None,,
1764761744.274479,560,1,None,,
1764761744.344914,561,1,None,,
1764761744.415065,562,1,None,,
1764761744.485813,563,1,None,,
1764761744.560159,564,1,None,,
1764761744.626566,565,1,None,,
1764761744.697615,566,1,None,,
1764761744.768262,567,1,None,,
1764761744.839883,568,1,None,,
1764761744.909373,569,1,None,,
1764761744.980229,570,1,None,,
1764761745.104098,571,1,None,,
1764761745.121059,572,1,None,,
1764761745.191483,573,1,None,,
1764761745.262551,574,1,None,,
1764761745.333290,575,1,None,,
1764761745.403819,576,1,None,,
1764761745.476434,577,1,None,,
1764761745.545227,578,1,None,,
1764761745.616107,579,1,None,,
1764761745.686121,580,1,None,,
1764761745.757574,581,1,None,,
1764761745.828379,582,1,None,,
1764761745.898426,583,1,None,,
1764761745.969190,584,1,None,,
1764761746.039777,585,1,None,,
1764761746.132070,586,1,None,,
1764761746.180568,587,1,None,,
1764761746.251044,588,1,None,,
1764761746.321999,589,1,None,,
1764761746.393919,590,1,None,,
1764761746.464581,591,1,None,,
1764761746.535194,592,1,None,,
1764761746.605643,593,1,None,,
1764761746.676655,594,1,None,,
1764761746.747002,595,1,None,,
1764761746.817682,596,1,None,,
1764761746.888179,597,1,None,,
1764761746.958725,598,1,None,,
1764761747.032402,599,1,None,,
1764761747.101287,600,1,None,,
1764761747.248202,601,1,None,,
1764761747.314247,602,1,None,,
1764761747.383278,603,1,None,,
1764761747.453946,604,1,None,,
1764761747.524378,605,1,None,,
1764761747.594927,606,1,None,,
1764761747.665581,607,1,None,,
1764761747.737024,608,1,None,,
1764761747.806690,609,1,None,,
1764761747.877815,610,1,None,,
1764761747.948274,611,1,None,,
1764761748.019674,612,1,None,,
1764761748.089521,613,1,None,,
1764761748.160637,614,1,None,,
1764761748.231138,615,1,None,,
1764761748.330180,616,1,None,,
1764761748.374254,617,1,None,,
1764761748.442591,618,1,None,,
1764761748.513428,619,1,None,,
1764761748.584008,620,1,None,,
1764761748.655764,621,1,None,,
1764761748.729630,622,1,None,,
1764761748.797200,623,1,None,,
1764761748.867490,624,1,None,,
1764761748.937892,625,1,None,,
1764761749.009012,626,1,None,,
1764761749.079362,627,1,None,,
1764761749.149822,628,1,None,,
1764761749.220545,629,1,None,,
1764761749.291567,630,1,None,,
1764761749.431282,631,1,None,,
1764761749.451590,632,1,None,,
1764761749.502377,633,1,None,,
1764761749.573199,634,1,None,,
1764761749.643812,635,1,None,,
1764761749.715799,636,1,None,,
1764761749.785852,637,1,None,,
1764761749.856693,638,1,None,,
1764761749.927413,639,1,None,,
1764761749.998780,640,1,None,,
1764761750.068093,641,1,None,,
1764761750.138846,642,1,None,,
1764761750.209522,643,1,None,,
1764761750.280429,644,1,None,,
1764761750.352396,645,1,None,,
1764761750.481410,646,1,None,,
1764761750.492257,647,1,None,,
1764761750.563311,648,1,None,,
1764761750.633999,649,1,None,,
1764761750.705055,650,1,None,,
1764761750.775775,651,1,None,,
1764761750.846708,652,1,None,,
1764761750.921491,653,1,None,,
1764761750.988785,654,1,None,,
1764761751.060465,655,1,None,,
1764761751.130270,656,1,None,,
1764761751.201364,657,1,None,,
1764761751.271323,658,1,None,,
1764761751.341582,659,1,None,,
1764761751.413132,660,1,None,,
1764761751.570615,661,1,None,,
1764761751.624228,662,1,None,,
1764761751.695395,663,1,None,,
1764761751.765298,664,1,None,,
1764761751.836480,665,1,None,,
1764761751.907315,666,1,None,,
1764761751.978750,667,1,None,,
1764761752.048910,668,1,None,,
1764761752.120080,669,1,None,,
1764761752.189991,670,1,None,,
1764761752.260141,671,1,None,,
1764761752.330614,672,1,None,,
1764761752.400992,673,1,None,,
1764761752.473023,674,1,None,,
1764761752.544117,675,1,None,,
1764761752.644203,676,1,None,,
1764761752.683907,677,1,None,,
1764761752.754840,678,1,None,,
1764761752.825582,679,1,None,,
1764761752.897046,680,1,None,,
1764761752.967409,681,1,None,,
1764761753.038548,682,1,None,,
1764761753.109977,683,1,None,,
1764761753.180245,684,1,None,,
1764761753.250689,685,1,None,,
1764761753.320908,686,1,None,,
1764761753.392466,687,1,None,,
1764761753.462587,688,1,None,,
1764761753.533242,689,1,None,,
1764761753.604487,690,1,None,,
1764761753.743429,691,1,None,,
1764761753.751481,692,1,None,,
1764761753.815169,693,1,None,,
1764761753.886329,694,1,None,,
1764761753.960851,695,1,None,,
1764761754.028647,696,1,None,,
1764761754.099343,697,1,None,,
1764761754.170052,698,1,None,,
1764761754.240819,699,1,None,,
1764761754.311265,700,1,None,,
1764761754.384658,701,1,None,,
1764761754.453856,702,1,None,,
1764761754.524587,703,1,None,,
1764761754.595259,704,1,None,,
1764761754.665298,705,1,None,,
1764761754.777678,706,1,None,,
1764761754.805309,707,1,None,,
1764761754.876624,708,1,None,,
1764761754.947589,709,1,None,,
1764761755.017296,710,1,None,,
1764761755.089159,711,1,None,,
1764761755.159643,712,1,None,,
1764761755.232312,713,1,None,,
1764761755.300826,714,1,None,,
1764761755.372227,715,1,None,,
1764761755.442195,716,1,None,,
1764761755.513973,717,1,None,,
1764761755.584142,718,1,None,,
1764761755.655052,719,1,None,,
1764761755.725385,720,1,None,,
1764761755.868009,721,1,None,,
1764761755.936327,722,1,None,,
1764761756.006846,723,1,None,,
1764761756.078526,724,1,None,,
1764761756.148385,725,1,None,,
1764761756.219055,726,1,None,,
1764761756.290014,727,1,None,,
1764761756.361138,728,1,None,,
1764761756.431689,729,1,None,,
1764761756.501952,730,1,None,,
1764761756.578460,731,1,None,,
1764761756.644681,732,1,None,,
1764761756.715013,733,1,None,,
1764761756.785659,734,1,None,,
1764761756.856951,735,1,None,,
1764761756.957091,736,1,None,,
1764761756.997347,737,1,None,,
1764761757.067762,738,1,None,,
1764761757.139572,739,1,None,,
1764761757.211106,740,1,None,,
1764761757.280187,741,1,None,,
1764761757.351441,742,1,None,,
1764761757.422065,743,1,None,,
1764761757.495900,744,1,None,,
1764761757.564533,745,1,None,,
1764761757.634462,746,1,None,,
1764761757.704941,747,1,None,,
1764761757.776300,748,1,None,,
1764761757.847494,749,1,None,,
1764761757.916863,750,1,None,,
1764761758.043614,751,1,None,,
1764761758.057916,752,1,None,,
1764761758.128525,753,1,None,,
1764761758.199570,754,1,None,,
1764761758.270021,755,1,None,,
1764761758.341577,756,1,None,,
1764761758.413214,757,1,None,,
1764761758.484265,758,1,None,,
1764761758.553046,759,1,None,,
1764761758.623827,760,1,None,,
1764761758.696187,761,1,None,,
1764761758.765900,762,1,None,,
1764761758.836632,763,1,None,,
1764761758.907037,764,1,None,,
1764761758.977876,765,1,None,,
1764761759.100673,766,1,None,,
1764761759.118819,767,1,None,,
1764761759.189373,768,1,None,,
1764761759.259859,769,1,None,,
1764761759.330823,770,1,None,,
1764761759.402515,771,1,None,,
1764761759.473473,772,1,None,,
1764761759.543696,773,1,None,,
1764761759.616964,774,1,None,,
1764761759.685475,775,1,None,,
1764761759.756111,776,1,None,,
1764761759.826898,777,1,None,,
1764761759.897862,778,1,None,,
1764761759.971517,779,1,None,,
1764761760.039083,780,1,None,,
1764761760.221475,781,1,None,,
1764761760.250450,782,1,None,,
1764761760.321939,783,1,None,,
1764761760.394986,784,1,None,,
1764761760.463073,785,1,None,,
1764761760.534722,786,1,None,,
1764761760.605469,787,1,None,,
1764761760.677086,788,1,None,,
1764761760.745982,789,1,None,,
1764761760.817723,790,1,None,,
1764761760.887783,791,1,None,,
1764761760.959284,792,1,None,,
1764761761.029424,793,1,None,,
1764761761.099814,794,1,None,,
1764761761.170498,795,1,None,,
1764761761.297823,796,1,None,,
1764761761.311785,797,1,None,,
1764761761.382763,798,1,None,,
1764761761.455400,799,1,None,,
1764761761.524382,800,1,None,,
1764761761.595705,801,1,None,,
1764761761.668539,802,1,None,,
1764761761.736929,803,1,None,,
1764761761.807414,804,1,None,,
1764761761.878984,805,1,None,,
1764761761.950460,806,1,None,,
1764761762.021328,807,1,None,,
1764761762.091385,808,1,None,,
1764761762.161852,809,1,None,,
1764761762.232341,810,1,None,,
1764761762.380338,811,1,None,,
1764761762.447118,812,1,None,,
1764761762.515299,813,1,None,,
1764761762.585724,814,1,None,,
1764761762.656557,815,1,None,,
1764761762.730263,816,1,None,,
1764761762.798000,817,1,None,,
1764761762.870517,818,1,None,,
1764761762.939571,819,1,None,,
1764761763.010124,820,1,None,,
1764761763.081907,821,1,None,,
1764761763.155102,822,1,None,,
1764761763.222710,823,1,None,,
1764761763.294458,824,1,None,,
1764761763.364351,825,1,None,,
1764761763.479001,826,1,None,,
1764761763.505659,827,1,None,,
1764761763.576597,828,1,None,,
1764761763.647743,829,1,None,,
1764761763.718207,830,1,None,,
1764761763.789483,831,1,None,,
1764761763.860859,832,1,None,,
1764761763.930887,833,1,None,,
1764761764.001611,834,1,None,,
1764761764.072076,835,1,None,,
1764761764.142434,836,1,None,,
1764761764.214171,837,1,None,,
1764761764.283999,838,1,None,,
1764761764.356582,839,1,None,,
1764761764.425853,840,1,None,,
1764761764.575430,841,1,None,,
1764761764.637860,842,1,None,,
1764761764.709307,843,1,None,,
1764761764.780096,844,1,None,,
1764761764.850531,845,1,None,,
1764761764.922320,846,1,None,,
1764761764.993570,847,1,None,,
1764761765.063419,848,1,None,,
1764761765.134408,849,1,None,,
1764761765.208964,850,1,None,,
1764761765.275794,851,1,None,,
1764761765.346696,852,1,None,,
1764761765.417968,853,1,None,,
1764761765.487593,854,1,None,,
1764761765.557920,855,1,None,,
1764761765.684229,856,1,None,,
1764761765.700628,857,1,None,,
1764761765.770821,858,1,None,,
1764761765.841610,859,1,None,,
1764761765.912693,860,1,None,,
1764761765.984324,861,1,None,,
1764761766.054173,862,1,None,,
1764761766.124804,863,1,None,,
1764761766.196783,864,1,None,,
1764761766.266758,865,1,None,,
1764761766.338007,866,1,None,,
1764761766.408474,867,1,None,,
1764761766.479344,868,1,None,,
1764761766.550395,869,1,None,,
1764761766.621410,870,1,None,,
1764761766.802349,871,1,None,,
